 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
    903,         0.5647,         0.5526,         0.5570,         0.5591,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.5507
    904,         0.5648,         0.5537,         0.5576,         0.5594,         0.5609,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0554,         0.0558,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        13.8039
    905,         0.5648,         0.5539,         0.5578,         0.5596,         0.5610,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0554,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        13.5334
    906,         0.5646,         0.5508,         0.5567,         0.5590,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         9.6897
    907,         0.5646,         0.5498,         0.5561,         0.5586,         0.5606,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0550,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.3883
    908,         0.5646,         0.5511,         0.5564,         0.5588,         0.5606,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        11.5207
    909,         0.5646,         0.5504,         0.5562,         0.5587,         0.5606,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0550,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         8.3549
    910,         0.5647,         0.5525,         0.5569,         0.5590,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        19.0052
    911,         0.5647,         0.5514,         0.5566,         0.5589,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.7308
    912,         0.5646,         0.5496,         0.5559,         0.5585,         0.5605,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0549,         0.0556,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.6326
    913,         0.5645,         0.5491,         0.5555,         0.5583,         0.5604,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0564,         0.0549,         0.0555,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.8625
    914,         0.5645,         0.5488,         0.5552,         0.5580,         0.5603,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0564,         0.0548,         0.0555,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.7048
    915,         0.5645,         0.5487,         0.5551,         0.5580,         0.5602,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0564,         0.0548,         0.0555,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.9627
    916,         0.5587,         0.5486,         0.5550,         0.5579,         0.5602,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0559,         0.0548,         0.0555,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -29.0218
    917,         0.5305,         0.5491,         0.5553,         0.5580,         0.5602,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0531,         0.0549,         0.0555,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -46.7099
    918,         0.5258,         0.5519,         0.5564,         0.5586,         0.5605,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0526,         0.0552,         0.0556,         0.0559,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -47.1045
    919,         0.5647,         0.5522,         0.5568,         0.5589,         0.5607,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.1629
