 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4, QC5, QC6, QC7, QC8, Rh_d
   2169,         0.0000,         1.0642,         1.0642,         0.0000,         0.7506,       476.8736,       618.0690,       510.2325,       258.1057,       238.8243,       205.1493,     38620.1445,     23226.2070,         0.3135
   2170,         0.0000,         0.7009,         0.7009,         0.0000,         0.3937,       476.3059,       618.0660,       509.7583,       258.8380,       238.8171,       205.0697,     38620.2383,     23226.2539,         0.3072
   2171,         0.0000,         0.5302,         0.5302,         0.0000,         0.2359,       475.7389,       618.0631,       509.2845,       259.5911,       238.8105,       204.9827,     38620.3320,     23226.3008,         0.2943
   2172,         0.0000,         0.5556,         0.5556,         0.0000,         0.2768,       475.1725,       618.0602,       508.8112,       260.3655,       238.8046,       204.8907,     38620.4258,     23226.3477,         0.2788
   2173,         0.0000,         0.5057,         0.5057,         0.0000,         0.2391,       474.6069,       618.0573,       508.3382,       261.1539,       238.7992,       204.7988,     38620.5195,     23226.3945,         0.2666
   2174,         0.0000,         0.4838,         0.4838,         0.0000,         0.2289,       474.0418,       618.0543,       507.8658,       261.9547,       238.7943,       204.7071,     38620.6133,     23226.4082,         0.2550
   2175,         0.0000,         0.4507,         0.4507,         0.0000,         0.2038,       473.4775,       618.0514,       507.3938,       262.7614,       238.7896,       204.6185,     38620.7070,     23226.4082,         0.2469
   2176,         0.0000,         0.4045,         0.4045,         0.0000,         0.1673,       472.9138,       618.0485,       506.9225,       263.5787,       238.7852,       204.5300,     38620.8008,     23226.4082,         0.2372
   2177,         0.0000,         0.4910,         0.4910,         0.0000,         0.2580,       472.3508,       618.0455,       506.4542,       264.3971,       238.7812,       204.4419,     38620.8945,     23226.4082,         0.2330
   2178,         0.0000,         0.4018,         0.4018,         0.0000,         0.1705,       471.7884,       618.0426,       505.9898,       265.2114,       238.7772,       204.3558,     38620.9883,     23226.4082,         0.2313
   2179,         0.0000,         0.3313,         0.3313,         0.0000,         0.1077,       471.2267,       618.0397,       505.5303,       266.0332,       238.7735,       204.2649,     38621.0820,     23226.4082,         0.2236
   2180,         0.0000,         0.7664,         0.7664,         0.0000,         0.5445,       470.6657,       618.0367,       505.0771,       266.8473,       238.7697,       204.1776,     38621.1758,     23226.4082,         0.2219
   2181,         0.0000,         0.9898,         0.9898,         0.0000,         0.7595,       470.1054,       618.0338,       504.6285,       267.6348,       238.7654,       204.1043,     38621.2695,     23226.4082,         0.2303
   2182,         0.0000,         1.0015,         1.0015,         0.0000,         0.7651,       469.5457,       618.0309,       504.1820,       268.4049,       238.7606,       204.0401,     38621.3633,     23226.4082,         0.2364
   2183,         0.0000,         0.8310,         0.8310,         0.0000,         0.5897,       468.9868,       618.0280,       503.7360,       269.1625,       238.7554,       203.9826,     38621.4570,     23226.4082,         0.2414
   2184,         0.0000,         0.8079,         0.8079,         0.0000,         0.5653,       468.4284,       618.0250,       503.2900,       269.9168,       238.7503,       203.9269,     38621.5508,     23226.4082,         0.2426
   2185,         0.0000,         0.8443,         0.8443,         0.0000,         0.5977,       467.8708,       618.0221,       502.8439,       270.6617,       238.7449,       203.8760,     38621.6445,     23226.4082,         0.2466
   2186,         0.0000,         0.9106,         0.9106,         0.0000,         0.6633,       467.3138,       618.0192,       502.3973,       271.4054,       238.7395,       203.8255,     38621.7383,     23226.4082,         0.2473
